Country,Region,Happiness Rank,Score,Standard Error,GDP,Family,Healthy life expectancy,Freedom,Trust Government Corruption,Generosity,Dystopia Residual,Year,Lower Confidence Interval,Upper Confidence Interval,Whisker.high,Whisker.low,Dystopia Residual,Social Support,Perceptions of corruption
Iraq,Middle East and Northern Africa,112,4.575,0.0,1.07474,0.59205,0.51076,0.24856,0.13635999999999998,0.19589,1.81657,2016,4.446000000000001,4.704,0.0,0.0,0.0,0.0,0.0
Namibia,Sub-Saharan Africa,113,4.574,0.0,0.9328700000000001,0.70362,0.34745,0.48613999999999996,0.10397999999999999,0.07795,1.92198,2016,4.374,4.774,0.0,0.0,0.0,0.0,0.0
Cameroon,Sub-Saharan Africa,114,4.513,0.0,0.5249699999999999,0.62542,0.12697999999999998,0.42736,0.06126,0.2268,2.5198,2016,4.417,4.609,0.0,0.0,0.0,0.0,0.0
Ethiopia,Sub-Saharan Africa,115,4.508,0.0,0.29283000000000003,0.37932,0.34578000000000003,0.36703,0.1717,0.29522,2.65614,2016,4.425,4.591,0.0,0.0,0.0,0.0,0.0
South Africa,Sub-Saharan Africa,116,4.459,0.0,1.02416,0.9605299999999999,0.18611,0.42483000000000004,0.08415,0.13656,1.6422700000000001,2016,4.371,4.547,0.0,0.0,0.0,0.0,0.0
Sri Lanka,Southern Asia,117,4.415,0.0,0.9731799999999999,0.84783,0.62007,0.50817,0.07964,0.46978000000000003,0.91681,2016,4.322,4.508,0.0,0.0,0.0,0.0,0.0
India,Southern Asia,118,4.404,0.0,0.74036,0.29247,0.45091000000000003,0.40285,0.08722,0.25028,2.18032,2016,4.351,4.457,0.0,0.0,0.0,0.0,0.0
Myanmar,Southeastern Asia,119,4.395,0.0,0.34112,0.69981,0.3988,0.42691999999999997,0.20243,0.81971,1.50655,2016,4.327,4.463,0.0,0.0,0.0,0.0,0.0
Egypt,Middle East and Northern Africa,120,4.362,0.0,0.95395,0.49813,0.5211600000000001,0.18847,0.10393,0.12705999999999998,1.96895,2016,4.2589999999999995,4.465,0.0,0.0,0.0,0.0,0.0
Armenia,Central and Eastern Europe,121,4.36,0.0,0.8608600000000001,0.6247699999999999,0.64083,0.14037,0.036160000000000005,0.07793,1.9786400000000002,2016,4.266,4.454,0.0,0.0,0.0,0.0,0.0
Kenya,Sub-Saharan Africa,122,4.356,0.0,0.52267,0.7624,0.30146999999999996,0.40576,0.06686,0.41328000000000004,1.88326,2016,4.2589999999999995,4.453,0.0,0.0,0.0,0.0,0.0
Ukraine,Central and Eastern Europe,123,4.324,0.0,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,1.50066,2016,4.236000000000001,4.412,0.0,0.0,0.0,0.0,0.0
Ghana,Sub-Saharan Africa,124,4.276,0.0,0.63107,0.49353,0.29681,0.40973000000000004,0.0326,0.21203000000000002,2.2002,2016,4.185,4.367,0.0,0.0,0.0,0.0,0.0
Congo (Kinshasa),Sub-Saharan Africa,125,4.272,0.0,0.05661,0.80676,0.188,0.15602,0.06075,0.25458000000000003,2.7492400000000004,2016,4.191,4.353,0.0,0.0,0.0,0.0,0.0
Georgia,Central and Eastern Europe,126,4.252,0.0,0.8379200000000001,0.19249000000000002,0.64035,0.32461,0.3188,0.06786,1.87031,2016,4.164,4.34,0.0,0.0,0.0,0.0,0.0
Congo (Brazzaville),Sub-Saharan Africa,127,4.236000000000001,0.0,0.7710899999999999,0.47798999999999997,0.28212,0.37938,0.09752999999999999,0.12077,2.10681,2016,4.107,4.365,0.0,0.0,0.0,0.0,0.0
Senegal,Sub-Saharan Africa,128,4.218999999999999,0.0,0.44314,0.7741600000000001,0.40457,0.31056,0.11681,0.19103,1.9786099999999998,2016,4.151,4.287,0.0,0.0,0.0,0.0,0.0
Bulgaria,Central and Eastern Europe,129,4.217,0.0,1.11306,0.92542,0.67806,0.21219000000000002,0.00615,0.12793,1.15377,2016,4.104,4.33,0.0,0.0,0.0,0.0,0.0
Mauritania,Sub-Saharan Africa,130,4.2010000000000005,0.0,0.6139100000000001,0.8414200000000001,0.28639000000000003,0.1268,0.17955,0.22685999999999998,1.9263,2016,4.127,4.275,0.0,0.0,0.0,0.0,0.0
Zimbabwe,Sub-Saharan Africa,131,4.1930000000000005,0.0,0.35041,0.71478,0.1595,0.25429,0.08582000000000001,0.18503,2.4427,2016,4.101,4.285,0.0,0.0,0.0,0.0,0.0
Malawi,Sub-Saharan Africa,132,4.156000000000001,0.0,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,2.82859,2016,4.041,4.271,0.0,0.0,0.0,0.0,0.0
Sudan,Sub-Saharan Africa,133,4.138999999999999,0.0,0.63069,0.8192799999999999,0.29759,0.0,0.10039,0.18077000000000001,2.10995,2016,3.928,4.35,0.0,0.0,0.0,0.0,0.0
Gabon,Sub-Saharan Africa,134,4.121,0.0,1.15851,0.72368,0.3494,0.28098,0.09314,0.062439999999999996,1.4533200000000002,2016,4.03,4.212,0.0,0.0,0.0,0.0,0.0
Mali,Sub-Saharan Africa,135,4.073,0.0,0.31292,0.8633299999999999,0.16347,0.27544,0.13647,0.21064000000000002,2.1108700000000002,2016,3.988,4.158,0.0,0.0,0.0,0.0,0.0
Haiti,Latin America and Caribbean,136,4.0280000000000005,0.0,0.34097,0.29561,0.27494,0.12072000000000001,0.14476,0.47958,2.3711599999999997,2016,3.8930000000000002,4.163,0.0,0.0,0.0,0.0,0.0
Botswana,Sub-Saharan Africa,137,3.9739999999999998,0.0,1.09426,0.89186,0.34752,0.44088999999999995,0.10769000000000001,0.12425,0.96741,2016,3.875,4.073,0.0,0.0,0.0,0.0,0.0
Comoros,Sub-Saharan Africa,138,3.9560000000000004,0.0,0.27509,0.60323,0.29980999999999997,0.15412,0.18437,0.1827,2.25632,2016,3.86,4.052,0.0,0.0,0.0,0.0,0.0
Ivory Coast,Sub-Saharan Africa,139,3.9160000000000004,0.0,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338,1.97478,2016,3.826,4.006,0.0,0.0,0.0,0.0,0.0
Cambodia,Southeastern Asia,140,3.907,0.0,0.55604,0.5375,0.42494,0.5885199999999999,0.08092,0.40339,1.3157299999999998,2016,3.798,4.016,0.0,0.0,0.0,0.0,0.0
Angola,Sub-Saharan Africa,141,3.866,0.0,0.84731,0.66366,0.04991,0.00589,0.08434,0.12070999999999998,2.09459,2016,3.753,3.9789999999999996,0.0,0.0,0.0,0.0,0.0
Niger,Sub-Saharan Africa,142,3.8560000000000003,0.0,0.1327,0.6053,0.26161999999999996,0.38040999999999997,0.17176,0.2097,2.09469,2016,3.781,3.931,0.0,0.0,0.0,0.0,0.0
South Sudan,Sub-Saharan Africa,143,3.832,0.0,0.39394,0.18519000000000002,0.15780999999999998,0.19662000000000002,0.13015,0.25899,2.50929,2016,3.596,4.0680000000000005,0.0,0.0,0.0,0.0,0.0
Chad,Sub-Saharan Africa,144,3.763,0.0,0.42213999999999996,0.63178,0.038239999999999996,0.12807000000000002,0.04952,0.18667,2.3063700000000003,2016,3.6719999999999997,3.8539999999999996,0.0,0.0,0.0,0.0,0.0
Burkina Faso,Sub-Saharan Africa,145,3.739,0.0,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353000000000002,1.8731900000000001,2016,3.647,3.8310000000000004,0.0,0.0,0.0,0.0,0.0
Uganda,Sub-Saharan Africa,145,3.739,0.0,0.34719,0.90981,0.19625,0.43653000000000003,0.06442,0.27102,1.51416,2016,3.6289999999999996,3.8489999999999998,0.0,0.0,0.0,0.0,0.0
Yemen,Middle East and Northern Africa,147,3.7239999999999998,0.0,0.57939,0.47493,0.31048000000000003,0.2287,0.05892000000000001,0.09821,1.97295,2016,3.6210000000000004,3.827,0.0,0.0,0.0,0.0,0.0
Madagascar,Sub-Saharan Africa,148,3.695,0.0,0.27954,0.46115,0.37109000000000003,0.13684000000000002,0.07506,0.2204,2.15075,2016,3.6210000000000004,3.7689999999999997,0.0,0.0,0.0,0.0,0.0
Tanzania,Sub-Saharan Africa,149,3.6660000000000004,0.0,0.47155,0.77623,0.35700000000000004,0.3176,0.05099,0.31472,1.3776899999999999,2016,3.5610000000000004,3.7710000000000004,0.0,0.0,0.0,0.0,0.0
Liberia,Sub-Saharan Africa,150,3.622,0.0,0.10705999999999999,0.50353,0.23165,0.25748000000000004,0.04852,0.24063,2.23284,2016,3.463,3.781,0.0,0.0,0.0,0.0,0.0
Guinea,Sub-Saharan Africa,151,3.6069999999999998,0.0,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914,2.15604,2016,3.533,3.681,0.0,0.0,0.0,0.0,0.0
Rwanda,Sub-Saharan Africa,152,3.515,0.0,0.32846,0.6158600000000001,0.31865,0.5432,0.50521,0.23551999999999998,0.96819,2016,3.444,3.5860000000000003,0.0,0.0,0.0,0.0,0.0
Benin,Sub-Saharan Africa,153,3.484,0.0,0.39499,0.10419,0.21028000000000002,0.39747,0.06681000000000001,0.2018,2.10812,2016,3.404,3.5639999999999996,0.0,0.0,0.0,0.0,0.0
Afghanistan,Southern Asia,154,3.36,0.0,0.38227,0.11037000000000001,0.17344,0.1643,0.07112,0.31268,2.14558,2016,3.2880000000000003,3.432,0.0,0.0,0.0,0.0,0.0
Togo,Sub-Saharan Africa,155,3.303,0.0,0.28123000000000004,0.0,0.24811,0.34678000000000003,0.11587,0.17517,2.1354,2016,3.1919999999999997,3.4139999999999997,0.0,0.0,0.0,0.0,0.0
Syria,Middle East and Northern Africa,156,3.069,0.0,0.7471899999999999,0.14866,0.6299399999999999,0.06912,0.17232999999999998,0.48396999999999996,0.81789,2016,2.9360000000000004,3.202,0.0,0.0,0.0,0.0,0.0
Burundi,Sub-Saharan Africa,157,2.905,0.0,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,2.1040400000000004,2016,2.7319999999999998,3.0780000000000003,0.0,0.0,0.0,0.0,0.0
Norway,0,1,7.537000179290769,0.0,1.6164631843566901,1.53352355957031,0.796666502952576,0.635422587394714,0.31596383452415505,0.36201223731041,0.0,2017,0.0,0.0,7.59444482058287,7.47955553799868,2.27702665328979,0.0,0.0
Denmark,0,2,7.52199983596802,0.0,1.48238301277161,1.55112159252167,0.7925655245780941,0.626006722450256,0.40077006816863997,0.3552804887294771,0.0,2017,0.0,0.0,7.58172806486487,7.46227160707116,2.31370735168457,0.0,0.0
Iceland,0,3,7.50400018692017,0.0,1.480633020401,1.6105740070343,0.8335521221160892,0.6271626353263849,0.15352655947208402,0.47554022073745705,0.0,2017,0.0,0.0,7.62203047305346,7.38596990078688,2.32271528244019,0.0,0.0
Switzerland,0,4,7.49399995803833,0.0,1.5649795532226598,1.51691174507141,0.858131289482117,0.620070576667786,0.36700728535652205,0.29054927825927696,0.0,2017,0.0,0.0,7.56177242040634,7.42622749567032,2.2767162322998,0.0,0.0
Finland,0,5,7.468999862670901,0.0,1.44357192516327,1.5402467250824,0.80915766954422,0.6179508566856379,0.38261154294014,0.24548277258873,0.0,2017,0.0,0.0,7.52754207581282,7.41045764952898,2.4301815032958998,0.0,0.0
Netherlands,0,6,7.3769998550415,0.0,1.50394463539124,1.42893922328949,0.8106961250305179,0.5853844881057739,0.282661825418472,0.47048982977867104,0.0,2017,0.0,0.0,7.42742584124207,7.32657386884093,2.29480409622192,0.0,0.0
Canada,0,7,7.31599998474121,0.0,1.47920441627502,1.48134899139404,0.83455765247345,0.611100912094116,0.287371516227722,0.435539722442627,0.0,2017,0.0,0.0,7.3844028353691105,7.24759713411331,2.18726444244385,0.0,0.0
New Zealand,0,8,7.31400012969971,0.0,1.40570604801178,1.54819512367249,0.816759705543518,0.6140621304512021,0.38281670212745705,0.500005125999451,0.0,2017,0.0,0.0,7.3795104418695,7.24848981752992,2.0464563369751,0.0,0.0
Sweden,0,9,7.28399991989136,0.0,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.384398728609085,0.38539925217628496,0.0,2017,0.0,0.0,7.34409487739205,7.22390496239066,2.09753799438477,0.0,0.0
Australia,0,10,7.28399991989136,0.0,1.4844149351120002,1.5100419521331798,0.84388679265976,0.601607382297516,0.301183730363846,0.47769924998283403,0.0,2017,0.0,0.0,7.35665122494102,7.211348614841699,2.06521081924438,0.0,0.0
Israel,0,11,7.212999820709231,0.0,1.3753824234008798,1.37628996372223,0.83840399980545,0.40598860383033797,0.0852421000599861,0.330082654953003,0.0,2017,0.0,0.0,7.279853256493809,7.14614638492465,2.80175733566284,0.0,0.0
Costa Rica,0,12,7.0789999961853,0.0,1.10970628261566,1.4164036512374898,0.7595092654228209,0.580131649971008,0.100106589496136,0.21461322903633104,0.0,2017,0.0,0.0,7.16811166629195,6.989888326078651,2.89863920211792,0.0,0.0
Austria,0,13,7.00600004196167,0.0,1.4870972633361799,1.4599449634552,0.8153284192085269,0.567766189575195,0.22106036543846105,0.316472321748734,0.0,2017,0.0,0.0,7.07066981211305,6.94133027181029,2.1385064125061004,0.0,0.0
United States,0,14,6.993000030517581,0.0,1.54625928401947,1.4199205636978103,0.7742866277694699,0.505740523338318,0.135638788342476,0.392578780651093,0.0,2017,0.0,0.0,7.07465674757957,6.91134331345558,2.2181134223937997,0.0,0.0
Ireland,0,15,6.9770002365112305,0.0,1.5357066392898602,1.5582311153411899,0.8097826242446899,0.5731103420257571,0.29838815331459007,0.42785832285881,0.0,2017,0.0,0.0,7.043351667523379,6.91064880549908,1.77386903762817,0.0,0.0
Germany,0,16,6.9510002136230495,0.0,1.48792338371277,1.47252035140991,0.798950731754303,0.562511384487152,0.276731938123703,0.33626917004585305,0.0,2017,0.0,0.0,7.00538156926632,6.89661885797977,2.01576995849609,0.0,0.0
Belgium,0,17,6.89099979400635,0.0,1.4637807607650801,1.4623126983642598,0.8180918693542479,0.5397707223892211,0.251343131065369,0.23150333762168898,0.0,2017,0.0,0.0,6.95582075044513,6.8261788375675705,2.12421035766602,0.0,0.0
Luxembourg,0,18,6.86299991607666,0.0,1.74194359779358,1.45758366584778,0.845089495182037,0.59662789106369,0.31883442401886,0.283180981874466,0.0,2017,0.0,0.0,6.923686099871991,6.80231373228133,1.61951208114624,0.0,0.0
United Kingdom,0,19,6.71400022506714,0.0,1.44163393974304,1.4964600801467902,0.805335938930511,0.508190035820007,0.265428066253662,0.492774158716202,0.0,2017,0.0,0.0,6.78379176110029,6.64420868903399,1.7041435241699199,0.0,0.0
Chile,0,20,6.65199995040894,0.0,1.25278460979462,1.28402495384216,0.8194797039031979,0.376895278692245,0.0822879821062088,0.3266624212265011,0.0,2017,0.0,0.0,6.739250560104849,6.5647493407130195,2.5095858573913596,0.0,0.0
United Arab Emirates,0,21,6.6479997634887695,0.0,1.6263433694839498,1.2664102315902699,0.726798236370087,0.60834527015686,0.324489563703537,0.3609419465065,0.0,2017,0.0,0.0,6.72204730376601,6.57395222321153,1.734703540802,0.0,0.0
Brazil,0,22,6.6350002288818395,0.0,1.1073532104492199,1.43130600452423,0.6165523529052729,0.437453746795654,0.11109276115894301,0.16234989464282998,0.0,2017,0.0,0.0,6.725469501614571,6.5445309561491,2.7692670822143595,0.0,0.0
Czech Republic,0,23,6.60900020599365,0.0,1.35268235206604,1.4338852167129499,0.754444003105164,0.49094617366790794,0.0368729270994663,0.0881067588925362,0.0,2017,0.0,0.0,6.6838624626398095,6.5341379493475,2.45186185836792,0.0,0.0
Argentina,0,24,6.59899997711182,0.0,1.18529546260834,1.44045114517212,0.695137083530426,0.49451920390129106,0.05973988771438599,0.109457060694695,0.0,2017,0.0,0.0,6.690085086077451,6.50791486814618,2.61400532722473,0.0,0.0
Mexico,0,25,6.57800006866455,0.0,1.1531838178634601,1.2108621597290001,0.709978997707367,0.412730008363724,0.132774114608765,0.12099043279886199,0.0,2017,0.0,0.0,6.67114890769124,6.48485122963786,2.8371548652648904,0.0,0.0
Singapore,0,26,6.57200002670288,0.0,1.69227766990662,1.35381436347961,0.9494923949241642,0.549840569496155,0.46430778503417997,0.345965981483459,0.0,2017,0.0,0.0,6.636723069101571,6.507276984304191,1.2163619995117199,0.0,0.0
Malta,0,27,6.52699995040894,0.0,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,0.153066068887711,0.5747305750846861,0.0,2017,0.0,0.0,6.598396772891281,6.455603127926589,1.55686283111572,0.0,0.0
Uruguay,0,28,6.4539999961853,0.0,1.2175596952438401,1.4122278690338101,0.719216823577881,0.5793922543525699,0.17806187272071802,0.175096929073334,0.0,2017,0.0,0.0,6.54590621769428,6.36209377467632,2.17240953445435,0.0,0.0
Guatemala,0,29,6.4539999961853,0.0,0.872001945972443,1.25558519363403,0.540239989757538,0.5313106179237371,0.0772232785820961,0.283488392829895,0.0,2017,0.0,0.0,6.56687397271395,6.34112601965666,2.89389109611511,0.0,0.0
Panama,0,30,6.4520001411438,0.0,1.23374843597412,1.3731925487518302,0.706156134605408,0.550026834011078,0.070983923971653,0.21055693924427,0.0,2017,0.0,0.0,6.55713071614504,6.346869566142559,2.30719995498657,0.0,0.0
France,0,31,6.44199991226196,0.0,1.43092346191406,1.38777685165405,0.8444658517837521,0.470222115516663,0.172502428293228,0.129762306809425,0.0,2017,0.0,0.0,6.515767802447081,6.36823202207685,2.00595474243164,0.0,0.0
Thailand,0,32,6.4239997863769505,0.0,1.12786877155304,1.4257924556732198,0.647239029407501,0.580200731754303,0.0316127352416515,0.572123110294342,0.0,2017,0.0,0.0,6.50911685571074,6.33888271704316,2.03950834274292,0.0,0.0
Taiwan Province of China,0,33,6.42199993133545,0.0,1.4336265325546298,1.38456535339355,0.793984234333038,0.361466586589813,0.0638292357325554,0.258360475301743,0.0,2017,0.0,0.0,6.49459602192044,6.349403840750459,2.1266074180603,0.0,0.0
Spain,0,34,6.40299987792969,0.0,1.38439786434174,1.53209090232849,0.888960599899292,0.408781230449677,0.0709140971302986,0.190133571624756,0.0,2017,0.0,0.0,6.471054845303299,6.33494491055608,1.92775774002075,0.0,0.0
Qatar,0,35,6.375,0.0,1.8707656860351598,1.27429687976837,0.7100980877876278,0.604130983352661,0.43929925560951205,0.33047387003898604,0.0,2017,0.0,0.0,6.56847681432962,6.18152318567038,1.1454644203186002,0.0,0.0
Colombia,0,36,6.35699987411499,0.0,1.07062232494354,1.4021829366683998,0.595027923583984,0.47748741507530196,0.0466687418520451,0.14901447296142598,0.0,2017,0.0,0.0,6.45202005416155,6.26197969406843,2.6160681247711204,0.0,0.0
Saudi Arabia,0,37,6.343999862670901,0.0,1.53062355518341,1.28667759895325,0.590148329734802,0.449750572443008,0.27343225479126004,0.147616013884544,0.0,2017,0.0,0.0,6.444166612029081,6.24383311331272,2.0654296875,0.0,0.0
Trinidad and Tobago,0,38,6.1680002212524405,0.0,1.36135590076447,1.3802285194397,0.5199832916259771,0.518630743026733,0.00896481610834599,0.32529646158218395,0.0,2017,0.0,0.0,6.3815338906645795,5.95446655184031,2.0532474517822297,0.0,0.0
Kuwait,0,39,6.10500001907349,0.0,1.63295245170593,1.25969874858856,0.6321057081222529,0.49633759260177596,0.21515955030918102,0.228289797902107,0.0,2017,0.0,0.0,6.1919569888711,6.01804304927588,1.64042520523071,0.0,0.0
Slovakia,0,40,6.09800004959106,0.0,1.32539355754852,1.5050592422485398,0.712732911109924,0.295817464590073,0.0242108516395092,0.136544480919838,0.0,2017,0.0,0.0,6.1773484121263005,6.01865168705583,2.09777665138245,0.0,0.0
Bahrain,0,41,6.08699989318848,0.0,1.4884122610092199,1.3231104612350502,0.653133034706116,0.536746919155121,0.257042169570923,0.17266848683357197,0.0,2017,0.0,0.0,6.17898906782269,5.995010718554259,1.65614938735962,0.0,0.0
Malaysia,0,42,6.08400011062622,0.0,1.29121541976929,1.28464603424072,0.618784427642822,0.40226498246192893,0.0656007081270218,0.416608929634094,0.0,2017,0.0,0.0,6.179979636520151,5.988020584732291,2.00444889068604,0.0,0.0
Nicaragua,0,43,6.07100009918213,0.0,0.737299203872681,1.28721570968628,0.6530959606170649,0.447551846504211,0.130687981843948,0.301674216985703,0.0,2017,0.0,0.0,6.186583600342269,5.955416598021981,2.51393055915833,0.0,0.0
Ecuador,0,44,6.00799989700317,0.0,1.00082039833069,1.2861688137054401,0.685636222362518,0.4551981985569,0.140134647488594,0.15011246502399403,0.0,2017,0.0,0.0,6.1058476753532895,5.910152118653059,2.29035258293152,0.0,0.0
El Salvador,0,45,6.002999782562259,0.0,0.9097844958305359,1.1821250915527302,0.596018552780151,0.432452529668808,0.0899809598922729,0.0782579854130745,0.0,2017,0.0,0.0,6.108635122329,5.89736444279552,2.7145938873291002,0.0,0.0
Poland,0,46,5.97300004959106,0.0,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.0593078061938286,0.158465966582298,0.0,2017,0.0,0.0,6.05390834122896,5.892091757953169,1.7977228164672898,0.0,0.0
Uzbekistan,0,47,5.97100019454956,0.0,0.786441087722778,1.5489691495895401,0.498272627592087,0.6582486629486078,0.246528223156929,0.41598364710807795,0.0,2017,0.0,0.0,6.06553757295012,5.876462816149,1.8169136047363301,0.0,0.0
Italy,0,48,5.96400022506714,0.0,1.3950666189193701,1.44492328166962,0.8531443476676941,0.256450712680817,0.0280280914157629,0.17278964817523998,0.0,2017,0.0,0.0,6.04273690596223,5.88526354417205,1.81331205368042,0.0,0.0
Russia,0,49,5.962999820709231,0.0,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0329628810286522,0.0522638224065304,0.0,2017,0.0,0.0,6.03027490749955,5.89572473391891,2.20560741424561,0.0,0.0
Belize,0,50,5.955999851226809,0.0,0.907975316047668,1.0814177989959701,0.45019176602363603,0.5475093722343439,0.0965810716152191,0.24001564085483604,0.0,2017,0.0,0.0,6.19724231779575,5.71475738465786,2.63195562362671,0.0,0.0
Japan,0,51,5.92000007629395,0.0,1.41691517829895,1.43633782863617,0.9134758710861209,0.505625545978546,0.163760736584663,0.12057276815175999,0.0,2017,0.0,0.0,5.99071944460273,5.8492807079851605,1.36322355270386,0.0,0.0
Lithuania,0,52,5.90199995040894,0.0,1.3145823478698702,1.47351610660553,0.62894994020462,0.234231784939766,0.0118656428530812,0.010164656676352,0.0,2017,0.0,0.0,5.982669641375541,5.82133025944233,2.22844052314758,0.0,0.0
Algeria,0,53,5.872000217437741,0.0,1.09186446666718,1.1462174654007,0.6175846457481379,0.233335807919502,0.14609611034393302,0.0694366469979286,0.0,2017,0.0,0.0,5.978286433666941,5.76571400120854,2.5676038265228303,0.0,0.0
Latvia,0,54,5.849999904632571,0.0,1.26074862480164,1.40471494197845,0.638566970825195,0.32570791244506797,0.0738427266478539,0.153074786067009,0.0,2017,0.0,0.0,5.9202635382115805,5.77973627105355,1.9936552047729499,0.0,0.0
South Korea,0,55,5.837999820709231,0.0,1.40167844295502,1.1282744407653797,0.900214076042175,0.257921665906906,0.0632826685905457,0.206674367189407,0.0,2017,0.0,0.0,5.922559028267861,5.7534406131506,1.8803780078887902,0.0,0.0
Moldova,0,56,5.837999820709231,0.0,0.7288706302642819,1.25182557106018,0.5894652009010309,0.24072904884815197,0.0100912861526012,0.20877912640571603,0.0,2017,0.0,0.0,5.90837083846331,5.767628802955151,2.80780839920044,0.0,0.0
Romania,0,57,5.824999809265139,0.0,1.21768391132355,1.15009129047394,0.6851583123207089,0.457003742456436,0.0043879006989300294,0.133519917726517,0.0,2017,0.0,0.0,5.91969415679574,5.73030546173453,2.17683148384094,0.0,0.0
Bolivia,0,58,5.82299995422363,0.0,0.833756566047668,1.2276190519332901,0.47363024950027505,0.5587329268455511,0.0604777261614799,0.22556072473526,0.0,2017,0.0,0.0,5.9039769025146995,5.7420230059325705,2.4432790279388397,0.0,0.0
Turkmenistan,0,59,5.82200002670288,0.0,1.1307767629623402,1.49314916133881,0.437726080417633,0.41827192902565,0.25927034020423895,0.24992498755454998,0.0,2017,0.0,0.0,5.885180875509981,5.758819177895781,1.83290982246399,0.0,0.0
Kazakhstan,0,60,5.8189997673034695,0.0,1.2845562696456898,1.3843690156936599,0.6060415506362921,0.43745428323745705,0.11928288638591802,0.20196442306041698,0.0,2017,0.0,0.0,5.90364177465439,5.73435775995255,1.7848925590515101,0.0,0.0
North Cyprus,0,61,5.80999994277954,0.0,1.3469113111496,1.18630337715149,0.834647238254547,0.47120362520217896,0.155353352427483,0.266845703125,0.0,2017,0.0,0.0,5.89736646488309,5.722633420675991,1.5491576194763201,0.0,0.0
Slovenia,0,62,5.75799989700317,0.0,1.3412059545516999,1.4525188207626298,0.7908282279968258,0.572575807571411,0.0451289787888527,0.242649093270302,0.0,2017,0.0,0.0,5.84222516000271,5.673774634003639,1.31331729888916,0.0,0.0
Peru,0,63,5.71500015258789,0.0,1.0352252721786501,1.21877038478851,0.6301661133766171,0.45000287890434293,0.0470490865409374,0.126819714903831,0.0,2017,0.0,0.0,5.81194677859545,5.61805352658033,2.2072694301605202,0.0,0.0
Mauritius,0,64,5.62900018692017,0.0,1.1893955469131499,1.20956099033356,0.6380074620246889,0.491247326135635,0.0421815551817417,0.360933750867844,0.0,2017,0.0,0.0,5.72986219167709,5.528138182163239,1.6975839138031,0.0,0.0
Cyprus,0,65,5.62099981307983,0.0,1.3559380769729599,1.13136327266693,0.84471470117569,0.35511153936386103,0.0412379764020443,0.271254301071167,0.0,2017,0.0,0.0,5.714692699313161,5.527306926846499,1.62124919891357,0.0,0.0
Estonia,0,66,5.61100006103516,0.0,1.3208793401718102,1.47667109966278,0.695168316364288,0.479131430387497,0.18324892222881303,0.0988908112049103,0.0,2017,0.0,0.0,5.68813987419009,5.533860247880219,1.35750865936279,0.0,0.0
Belarus,0,67,5.5689997673034695,0.0,1.15655755996704,1.4449452161788898,0.6377142667770389,0.295400261878967,0.156313821673393,0.15513750910759,0.0,2017,0.0,0.0,5.64611424401402,5.49188529059291,1.72323298454285,0.0,0.0
Libya,0,68,5.525000095367429,0.0,1.1018030643463101,1.3575643301010099,0.520169019699097,0.465733230113983,0.0926102101802826,0.15207366645336198,0.0,2017,0.0,0.0,5.6769538068771395,5.373046383857731,1.8350112438201898,0.0,0.0
Turkey,0,69,5.5,0.0,1.1982743740081798,1.33775317668915,0.6376056075096129,0.300740599632263,0.0996715798974037,0.0466930419206619,0.0,2017,0.0,0.0,5.59486496329308,5.40513503670692,1.87927794456482,0.0,0.0
Paraguay,0,70,5.493000030517581,0.0,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.091065913438797,0.224150657653809,0.0,2017,0.0,0.0,5.57738126963377,5.4086187914013895,1.6853334903716999,0.0,0.0
"Hong Kong S.A.R., China",0,71,5.47200012207031,0.0,1.55167484283447,1.26279091835022,0.943062424659729,0.490968644618988,0.29393374919891396,0.374465793371201,0.0,2017,0.0,0.0,5.54959417313337,5.394406071007251,0.554633140563965,0.0,0.0
Philippines,0,72,5.42999982833862,0.0,0.85769921541214,1.25391757488251,0.46800905466079706,0.585214674472809,0.0993318930268288,0.193513423204422,0.0,2017,0.0,0.0,5.54533505424857,5.31466460242867,1.9726047515869098,0.0,0.0
Serbia,0,73,5.39499998092651,0.0,1.06931757926941,1.2581897974014298,0.65078467130661,0.20871552824974102,0.0409037806093693,0.22012588381767298,0.0,2017,0.0,0.0,5.491569656133651,5.298430305719379,1.94708442687988,0.0,0.0
Jordan,0,74,5.33599996566772,0.0,0.9910123944282528,1.2390888929367099,0.6045900583267211,0.418421149253845,0.11980327218771002,0.17217046022415197,0.0,2017,0.0,0.0,5.448410022407769,5.223589908927679,1.79117655754089,0.0,0.0
Hungary,0,75,5.32399988174438,0.0,1.2860119342803997,1.34313309192657,0.6877634525299069,0.17586351931095098,0.0366369374096394,0.0784016624093056,0.0,2017,0.0,0.0,5.4030397091805895,5.24496005430818,1.7164592742919902,0.0,0.0
